DAY_OF_WEEK,TRUCK_BRAND_NAME,CITY,LOCATION,DAILY_SALES
0,2,4,953,1059.0
4,12,4,977,1674.0
3,8,4,1221,1339.0
5,2,4,872,1439.0
6,12,4,1725,1764.0
1,4,4,1843,1700.0
4,9,4,708,2120.0
5,7,3,1260,14181.0
6,0,0,94,7535.0
0,1,0,2090,4480.0
0,11,4,1381,691.0
6,5,4,1381,742.0
4,4,4,1767,3179.0
6,7,4,593,3733.0
2,0,1,1773,30388.0
4,9,1,1906,54944.0
5,2,1,1680,33899.0
6,12,0,1975,11225.0
4,10,3,533,6230.0
4,2,1,1320,30686.0
1,3,0,1651,7337.5
4,0,1,1885,31729.0
4,10,0,796,8114.0
4,11,1,1500,23775.0
4,7,1,67,45096.0
5,14,1,1789,59951.0
5,3,3,131,6686.5
6,11,3,1415,9878.0
6,9,3,458,8215.0
3,8,0,201,26745.0
4,8,0,1770,8584.0
5,4,0,796,12233.0
4,5,1,643,24727.0
4,2,1,1469,30115.0
4,14,1,437,27710.0
2,14,3,527,8747.0
2,8,3,77,10996.0
2,11,3,1292,17446.0
2,9,3,254,18655.0
5,14,1,2076,25526.0
5,2,1,1802,31413.0
5,6,1,265,46630.5
1,10,3,425,6956.0
3,3,3,970,5119.5
4,11,3,577,8495.0
0,1,3,141,2349.0
6,12,0,21,7762.0
0,13,0,4,3063.0
6,8,1,500,34702.0
1,7,0,1080,8294.0
2,11,0,1412,19030.0
3,8,0,121,9121.0
6,5,1,1039,47103.0
5,5,2,1193,5480.0
2,2,2,785,8135.0
2,9,2,1615,5022.0
4,6,2,1492,36776.0
4,12,0,463,16925.0
0,6,1,1695,41067.5
2,11,1,194,30698.0
6,12,2,2097,12141.0
6,2,4,1357,3609.0
3,5,4,708,1209.0
0,10,4,1833,1504.0
0,12,4,1997,957.0
4,4,4,727,1788.0
4,13,4,635,849.0
0,9,3,182,4793.0
2,14,3,2017,6344.0
3,10,3,2093,11591.0
3,12,3,580,7196.0
4,10,3,1888,5291.0
3,14,2,1333,9779.0
6,4,0,205,9121.0
0,0,1,1965,30102.0
1,12,1,1549,28553.0
4,8,3,843,8607.0
1,5,3,822,4823.0
2,3,3,1087,8874.0
2,8,3,969,6012.0
3,12,1,370,31894.0
0,13,1,1892,12200.5
3,12,3,411,6486.0
5,12,3,847,8822.0
6,10,3,907,5798.0
2,4,2,1930,8564.0
6,12,3,865,10617.0
6,8,3,1454,12986.0
0,3,3,1541,7152.0
2,6,3,1859,9692.5
2,12,3,127,6314.0
1,13,1,1662,13447.5
1,7,0,1895,11528.0
3,11,1,1633,27801.0
0,4,1,265,39742.0
1,4,0,2099,5565.0
2,8,0,1089,11872.0
4,3,0,887,8387.0
0,2,0,973,13967.0
1,11,0,454,7441.0
2,14,0,745,10632.0
2,6,0,506,16134.0
2,1,0,466,3987.0
4,10,3,683,15872.0
6,2,3,1893,14035.0
5,11,4,2035,1439.0
5,2,4,1356,1457.0
6,8,4,1337,1199.0
6,13,4,1799,770.0
2,9,4,1724,1686.0
5,5,1,1535,26623.0
1,6,1,891,81594.25
2,7,1,306,43521.0
6,13,3,656,5064.0
6,1,3,1240,4977.0
2,5,1,403,26463.0
3,8,1,1440,31222.0
0,2,0,159,6568.0
1,1,0,2072,4726.0
1,4,0,1877,11888.0
0,12,3,1045,7236.0
1,9,3,11,7796.0
2,7,3,513,9504.0
2,5,0,1723,7458.0
4,3,0,2077,9035.0
4,1,0,837,2961.0
6,4,1,1632,41721.0
6,2,0,200,9163.0
4,14,0,1723,5853.0
1,10,3,2057,7671.0
4,4,3,1698,20189.0
2,12,3,1355,7835.0
1,9,3,822,7809.0
0,4,3,158,8123.0
1,8,3,1589,11464.0
1,9,3,1712,8233.0
3,1,3,1448,5192.0
4,11,3,1765,6533.0
5,2,3,1987,8486.0
6,7,2,421,10333.0
0,5,2,379,11228.0
2,14,2,1711,4684.0
2,1,2,2108,7960.0
4,2,2,1464,7337.0
4,4,2,1289,11652.0
0,4,2,2025,20353.0
6,11,1,456,24873.0
2,6,3,1346,9537.75
3,6,3,1981,8491.0
3,0,1,183,34702.0
1,10,2,2026,6673.0
1,12,2,371,4608.0
3,0,2,407,8718.0
3,12,2,91,6160.0
3,11,2,235,9233.0
4,13,2,1968,5011.0
3,9,3,800,8982.0
0,14,0,238,4747.0
2,2,0,2000,16050.0
2,6,0,1587,14074.5
2,11,0,1879,14155.0
3,8,4,1366,2114.0
4,7,2,1306,13666.0
5,8,2,88,11435.0
5,11,2,1736,5482.0
4,14,2,784,7237.0
4,4,2,1163,9728.0
3,10,2,1182,8835.0
5,14,2,1921,6303.0
5,8,2,856,11727.0
5,4,2,1499,11805.0
6,2,2,1808,13400.0
6,1,2,426,8544.0
6,7,2,1194,11332.0
0,6,2,1634,16308.0
1,1,2,1697,2432.0
0,2,3,850,5916.0
0,14,3,1007,12287.0
0,0,3,1667,8572.0
3,14,3,1201,6481.0
3,0,3,1853,7317.0
3,13,3,1991,6132.0
4,5,2,981,5935.0
5,1,2,1914,3336.0
5,5,2,5,5937.0
6,1,2,981,3809.0
0,1,2,1522,4091.0
5,5,2,1212,12568.0
6,9,3,1667,9331.0
1,1,3,517,3013.0
5,12,3,2009,18793.0
3,7,1,194,50101.0
5,14,1,2117,30669.0
0,1,2,83,3593.0
1,5,2,416,4952.0
2,5,2,1710,5987.0
3,1,2,84,2966.0
3,5,2,446,3821.0
6,0,2,221,8614.0
2,5,2,2089,4482.0
4,1,2,916,3383.0
2,10,1,1236,21992.0
2,8,1,1658,35312.0
0,11,1,1142,25627.0
2,3,2,1104,7775.5
2,12,2,2091,8193.0
4,10,2,408,5672.0
0,12,1,230,56634.0
0,4,3,140,11794.0
1,9,3,1683,11156.0
1,6,2,1839,9996.75
2,5,2,226,15623.0
4,10,2,134,7359.0
5,13,2,1100,5115.0
5,9,0,1700,10447.0
6,6,0,2069,13941.0
0,5,0,956,6084.0
1,5,0,503,5941.0
5,6,2,2086,11129.75
5,1,2,1813,8863.0
1,9,2,1153,8468.0
2,9,2,1166,6221.0
1,9,2,371,6232.0
3,4,2,1552,15928.0
3,9,2,824,6071.0
4,4,2,2059,9430.0
5,0,2,771,8846.0
6,2,2,2114,9483.0
1,13,2,386,3819.0
4,6,2,1125,11095.25
6,5,2,371,6895.0
6,1,2,1570,4474.0
4,1,2,1178,5312.0
1,5,2,2013,5153.0
5,8,2,1810,11386.0
5,11,2,443,6396.0
2,1,2,2083,2957.0
3,12,2,122,8965.0
3,9,2,1819,9054.0
5,10,2,1141,8714.0
1,3,2,1777,7458.5
2,2,2,1224,6221.0
3,1,2,210,3623.0
4,5,2,520,6276.0
2,1,1,1342,13707.0
6,10,2,1075,6862.0
0,8,2,1211,8185.0
2,7,1,911,39978.0
3,8,0,720,7311.0
2,7,2,1562,11262.0
5,6,0,745,11379.25
5,11,0,1741,7709.0
6,8,0,506,11605.0
0,5,2,1547,3357.0
1,3,2,48,7106.0
1,6,2,1968,19470.0
1,11,2,446,8260.0
3,3,2,167,7092.0
5,8,3,1097,7269.0
6,13,3,1957,4765.0
0,13,3,525,2787.0
5,0,2,1709,9288.0
6,10,2,980,4801.0
4,6,1,128,44279.0
2,7,2,1158,13495.0
3,2,2,1615,19055.0
3,10,2,1261,6044.0
6,2,2,1215,9198.0
6,3,2,2097,6674.0
6,1,2,785,2337.0
0,2,2,1179,5817.0
5,2,2,784,7654.0
1,11,0,544,9774.0
3,1,0,498,3699.0
6,9,2,790,6243.0
5,0,2,1499,8612.0
5,12,2,1685,10779.0
5,5,2,1241,6343.0
6,4,1,1607,35759.0
6,1,2,446,7986.0
1,5,2,428,9322.0
4,1,2,1992,3680.0
5,3,2,916,4347.5
2,6,2,258,13700.0
4,8,2,1795,12121.0
5,6,2,1973,17871.5
5,4,2,1198,14575.0
1,8,1,1590,29968.0
6,11,2,2097,8895.0
6,7,2,84,10868.0
4,14,2,1559,7025.0
2,5,2,790,3867.0
4,3,2,389,10119.0
5,2,2,1808,13068.0
3,6,2,1790,5863.0
0,13,2,826,5082.5
3,10,1,1984,21748.0
3,7,1,128,48358.0
5,13,3,231,3895.5
5,13,3,686,5094.5
6,14,1,861,55834.0
5,10,3,1468,9379.0
2,5,1,482,22533.0
6,9,1,457,27603.0
1,8,1,2066,37028.0
1,9,1,183,32054.0
3,2,0,54,4972.0
6,3,0,1627,7328.5
4,6,0,776,15434.75
5,5,1,1287,21329.0
5,9,1,496,31451.0
6,13,1,1955,16000.5
6,8,1,1489,29729.0
4,1,0,657,3986.0
4,0,0,1090,5068.0
4,9,0,1774,5658.0
6,14,0,1247,9613.0
6,6,0,1089,14348.0
3,6,3,1431,12735.25
4,10,3,1288,6076.0
5,5,4,923,838.0
1,3,4,1653,1018.0
1,4,4,1220,1355.0
1,7,4,1270,1343.0
5,10,4,733,1547.0
0,4,4,906,1170.0
4,10,4,1872,2305.0
4,9,4,1940,3464.0
6,5,4,1370,683.0
2,12,4,989,1962.0
2,6,1,1640,47215.75
6,8,3,1576,8904.0
0,8,3,898,8072.0
1,1,0,1186,4728.0
5,2,0,2096,7544.0
0,0,0,269,6067.0
6,8,1,207,31667.0
0,0,0,1702,5228.0
1,0,0,73,5412.0
5,0,0,1080,7582.0
6,11,1,1528,25323.0
1,13,3,687,4248.5
2,2,0,836,12378.0
4,13,2,1268,3584.5
0,3,2,1840,6494.5
3,13,1,641,16281.5
4,6,1,738,49860.0
1,6,2,1304,10094.0
1,13,1,493,13811.5
5,0,0,653,8850.0
5,4,0,72,12093.0
6,8,0,1587,10608.0
5,10,3,749,8694.0
2,9,2,422,8114.0
0,9,3,1825,10067.0
2,8,3,1589,9610.0
6,9,1,828,25323.0
4,4,4,1603,1994.0
5,11,4,595,1644.0
3,1,4,705,1405.0
3,8,4,1370,2791.0
4,8,4,1064,3369.0
5,11,4,1031,887.0
2,7,4,1302,2177.0
4,7,1,1549,40277.0
0,1,0,1988,4988.0
0,7,0,1586,14224.0
1,6,0,303,9886.0
1,5,0,1651,5330.0
5,5,1,237,23520.0
5,6,1,11,39540.0
0,9,2,1970,5432.0
4,2,2,235,18246.0
5,5,2,863,7085.0
0,2,2,421,14183.0
0,6,2,1145,4942.75
0,5,2,631,3021.0
0,8,3,1115,9049.0
0,11,3,58,9037.0
3,6,3,1454,9088.75
4,4,0,159,12546.0
2,12,0,2084,7477.0
2,8,0,1690,7736.0
0,3,2,473,7343.0
0,5,1,1633,21727.0
0,8,1,250,34461.0
0,4,1,1227,39135.0
5,14,0,246,9819.0
5,8,0,1187,10123.0
5,11,0,20,10115.0
6,9,0,137,9501.0
0,0,0,290,8821.0
1,7,4,602,1846.0
3,6,4,1797,2077.25
4,10,4,1319,1128.0
5,12,4,1217,1675.0
1,7,4,1296,1640.0
2,7,4,1939,1519.0
3,5,4,1874,793.0
5,10,4,1394,1467.0
6,2,4,1053,1252.0
6,10,4,1231,1264.0
3,11,4,1231,703.0
6,3,2,1170,6928.0
0,6,2,1932,6766.0
6,5,3,2104,5148.0
3,13,3,1473,4533.5
3,0,0,719,10188.0
6,4,0,1753,10257.0
6,6,2,390,10353.25
6,4,2,185,9003.0
1,2,2,1710,10419.0
2,6,0,1760,12025.75
3,8,3,166,6472.0
5,10,1,1103,27001.0
6,13,3,724,5280.0
3,6,0,454,10706.75
3,12,0,1225,11522.0
4,6,0,62,15078.0
3,10,3,683,8569.0
4,13,3,2002,5224.5
2,2,3,1432,13666.0
4,7,1,511,47369.0
6,2,4,966,1809.0
2,8,4,1218,969.0
4,13,4,1998,699.0
5,12,4,1358,542.0
6,12,4,989,1566.0
6,8,4,1051,1590.0
1,2,4,1274,898.0
6,2,4,1849,2370.0
5,2,0,160,9829.0
5,6,0,696,10059.25
0,13,0,291,3348.5
5,10,3,193,5498.0
5,5,3,1493,7005.0
5,5,3,688,8192.0
6,13,1,1344,15883.0
6,12,1,1094,26311.0
1,2,2,473,8378.0
6,12,1,1280,32830.0
1,12,3,394,10339.0
3,12,3,243,6715.0
3,4,3,1663,6160.0
4,3,3,173,11639.5
6,2,0,199,6314.0
4,9,2,1522,7364.0
5,3,2,326,7396.0
0,13,2,1144,2685.5
1,6,2,360,14119.5
6,3,3,1078,8940.5
6,5,3,1618,7082.0
0,12,3,1006,7730.0
1,4,3,1805,6331.0
1,7,3,1116,8193.0
6,6,2,1212,9700.75
5,12,4,1362,2379.0
1,14,4,1664,1631.0
2,2,4,718,1608.0
2,4,4,1023,1132.0
3,1,4,1022,674.0
3,8,4,1942,1607.0
4,0,4,1721,1784.0
4,4,4,596,1832.0
4,7,4,1057,3687.0
0,10,4,1405,648.0
1,0,4,598,884.0
1,8,4,1998,3580.0
0,11,4,1943,1095.0
1,6,4,1942,2063.75
5,1,4,2015,1235.0
5,10,4,1230,1067.0
5,11,4,1837,1333.0
0,7,4,729,1095.0
3,5,4,608,916.0
0,1,4,1073,986.0
4,6,3,2009,9140.75
4,1,3,267,4149.0
2,6,2,1815,12177.25
5,2,2,226,6924.0
6,13,2,589,3627.5
0,11,1,1489,28465.0
1,2,2,1704,5725.0
3,6,2,1160,18939.25
4,2,2,792,8940.0
0,2,2,1839,6715.0
0,12,3,850,6327.0
4,4,3,220,9972.0
5,8,1,1671,32034.0
0,5,1,67,25395.0
1,14,1,377,32998.0
1,0,1,2019,29308.0
5,7,3,2030,11851.0
0,13,3,518,4255.5
2,7,3,289,8618.0
3,3,3,97,6432.0
3,0,1,1227,35409.0
1,13,1,1513,14577.0
0,8,3,1976,5176.0
0,4,3,1448,23765.0
2,7,0,274,11614.0
3,3,3,1269,6848.5
4,9,3,1097,8205.0
6,7,0,1474,13257.0
3,3,0,1610,9659.0
4,7,0,910,8058.0
6,6,3,535,15694.5
6,11,3,1675,8999.0
4,1,4,2042,822.0
6,13,4,567,532.5
0,2,4,1389,2946.0
3,2,4,1942,2295.0
5,8,4,1602,2705.0
4,8,4,1066,547.0
0,2,4,2101,1929.0
2,1,4,1217,624.0
4,13,4,1381,369.0
4,2,4,1766,983.0
6,1,4,2082,827.0
4,1,4,1264,473.0
1,1,4,1001,814.0
3,7,4,873,1528.0
1,0,0,1132,5795.0
0,7,3,1120,10611.0
3,4,4,1074,1084.0
1,12,3,1355,23496.0
2,9,4,781,954.0
4,10,1,1703,22975.0
5,0,2,224,7822.0
1,14,2,360,4557.0
5,0,2,367,6935.0
5,9,2,2086,6885.0
0,3,0,178,5959.0
0,6,0,1471,13369.75
2,3,2,1464,5384.0
4,3,2,1495,5594.5
0,2,2,167,7530.0
4,1,2,794,6606.0
1,9,2,1992,6133.0
2,14,2,1104,6454.0
3,6,2,144,7809.0
6,11,2,768,8134.0
1,1,2,362,2861.0
4,10,2,1795,6332.0
4,9,2,2113,6005.0
0,2,1,1729,29923.0
6,6,0,750,11340.25
2,9,0,692,6755.0
5,7,1,1099,42979.0
5,8,3,1913,12681.0
0,11,1,1632,26867.0
1,10,1,644,22469.0
0,11,1,1948,27419.0
2,2,2,1124,9924.0
4,3,2,1198,6163.5
5,11,1,354,23474.0
2,1,3,193,3886.0
6,4,2,287,12382.0
1,0,2,631,6502.0
5,2,2,1739,7155.0
5,10,2,1100,5512.0
3,11,2,2087,5994.0
0,5,2,1814,2760.0
4,7,1,1616,41799.0
1,9,2,1107,5210.0
1,9,3,866,7739.0
1,0,2,1838,5139.0
0,12,2,1924,5079.0
3,2,4,1232,1270.0
3,10,4,874,756.0
0,9,4,1392,2273.0
1,14,4,1832,1940.0
3,3,4,1750,758.5
6,13,4,1771,1304.0
2,10,4,1799,704.0
4,5,4,716,1161.0
2,10,4,1299,773.0
3,12,4,1872,1780.0
6,1,4,1684,900.0
2,13,4,1376,417.0
5,1,4,611,480.0
6,10,4,1270,1730.0
6,8,4,1301,1430.0
2,12,4,594,1467.0
1,1,4,725,1401.0
4,0,4,1369,1705.0
0,5,4,1625,543.0
0,13,4,1377,1058.5
1,8,4,1725,1346.0
2,8,4,1801,1091.0
3,13,4,1273,338.5
5,1,4,985,1834.0
1,8,4,882,1148.0
2,13,4,1054,514.0
2,12,4,1764,862.0
4,1,4,1628,404.0
1,8,4,1012,1398.0
3,14,4,1603,3000.0
1,5,4,2036,681.0
3,11,4,875,1014.0
1,6,4,959,1607.5
4,10,4,715,666.0
3,1,4,883,1519.0
5,13,4,1011,577.5
2,2,4,902,1522.0
4,14,4,881,1039.0
0,12,4,1376,1542.0
3,4,4,617,1139.0
6,11,4,1060,747.0
2,3,4,1356,1264.0
5,5,4,604,656.0
2,13,1,1082,29552.5
1,1,2,263,2855.0
0,4,4,1396,1215.0
3,10,4,870,1052.0
5,11,4,967,1308.0
0,2,4,1398,887.0
3,9,0,1428,6857.0
4,4,0,740,8503.0
5,4,0,100,15133.0
2,2,4,1944,694.0
6,12,4,1220,1008.0
6,13,4,1604,590.5
1,10,0,1480,7698.0
1,5,0,1641,7492.0
1,8,0,1951,7554.0
6,0,0,842,10148.0
0,0,0,1267,7580.0
1,14,0,1471,10316.0
2,13,2,359,4604.5
3,12,2,443,5696.0
3,4,2,1034,7639.0
3,12,4,566,2145.0
3,7,4,905,1875.0
3,2,4,618,2619.0
5,10,4,716,577.0
1,10,4,1767,2295.0
5,9,4,1369,1946.0
6,10,4,967,828.0
1,8,4,1797,2073.0
2,10,4,610,803.0
4,8,4,611,2068.0
6,7,4,1011,4616.0
2,6,1,1952,43053.75
3,10,2,1177,4323.0
3,5,4,1400,713.0
1,8,4,1383,661.0
5,9,4,961,1110.0
5,3,1,931,32341.5
1,0,1,748,29941.0
6,2,0,1501,11658.0
1,9,4,1057,1661.0
2,10,4,962,1589.0
3,1,4,1366,398.0
5,14,4,1024,969.0
5,0,4,1051,1480.0
0,1,4,1830,601.0
2,3,4,1393,1477.5
4,0,4,1063,1398.0
3,5,4,1358,621.0
0,3,2,91,7058.5
0,1,2,1542,2494.0
0,5,2,1127,2860.0
4,6,2,1546,12182.0
5,6,2,1636,12180.75
6,1,2,1149,3512.0
1,13,2,2097,3290.0
3,0,1,1094,35536.0
3,9,1,44,27937.0
4,3,0,1949,9902.0
5,7,0,695,13520.0
3,6,0,1723,14405.75
4,4,0,671,8230.0
3,9,0,842,11220.0
3,14,3,2016,5383.0
3,12,3,141,8235.0
4,4,3,1300,7971.0
4,11,3,1355,5484.0
5,7,3,1118,10070.0
0,10,1,1171,23265.0
6,7,3,299,14581.0
1,4,3,1093,6992.0
1,9,3,2047,9788.0
2,10,3,172,7448.0
5,14,4,1053,891.0
2,9,4,1232,714.0
6,14,4,621,827.0
3,7,4,1053,1167.0
3,12,1,1811,30037.0
0,6,1,456,40731.25
4,2,2,849,5597.0
4,10,3,1355,9125.0
4,11,3,681,9628.0
3,1,0,1696,4749.0
4,1,0,475,2901.0
5,1,0,1715,4143.0
5,4,0,2084,9365.0
1,2,0,947,7489.0
6,2,0,573,12502.0
6,0,0,746,8844.0
5,12,1,1633,31060.0
2,10,0,2050,9293.0
3,6,0,584,13347.0
3,11,0,195,7382.0
4,3,0,719,7058.5
0,4,2,1193,7222.0
1,4,2,767,12015.0
2,3,2,2058,7564.0
2,12,2,443,6959.0
3,10,2,1794,4618.0
0,7,1,744,40013.0
4,5,3,917,5526.0
4,8,3,139,7937.0
5,12,3,435,10124.0
5,7,3,395,12263.0
0,2,4,2041,1066.0
3,2,4,1296,1223.0
1,10,4,1363,789.0
2,14,4,1617,667.0
2,7,4,399,2151.0
4,9,4,1270,878.0
4,2,4,1073,1308.0
0,2,4,1874,1887.0
2,7,1,1205,47619.0
1,3,1,45,28423.0
3,0,0,806,8216.0
1,0,1,1237,32735.0
3,7,1,106,47936.0
4,13,1,651,16200.0
4,14,1,911,27040.0
6,12,3,1087,6817.0
0,8,3,1860,7752.0
1,13,3,299,4435.0
1,4,3,847,7079.0
6,6,0,499,8933.75
4,7,1,1005,42172.0
4,9,1,340,29652.0
5,7,1,911,41663.0
2,3,1,313,27572.5
2,7,4,1232,2500.0
6,9,4,1390,1225.0
6,13,4,1060,526.5
5,12,4,1255,1284.0
0,11,1,67,24181.0
1,10,1,1745,24578.0
3,13,3,1682,3044.5
4,1,3,922,2890.0
4,7,3,1701,13576.0
3,14,1,478,31421.0
6,13,4,987,760.5
1,13,4,712,1065.0
5,1,4,1370,659.0
3,8,4,1399,2100.0
2,8,4,606,730.0
3,1,4,2040,540.0
5,6,4,1942,2337.5
4,2,4,953,1056.0
0,0,4,611,524.0
5,4,0,1445,9800.0
2,4,4,1381,1783.0
1,12,4,1326,1135.0
2,1,4,2094,1026.0
5,7,4,978,1777.0
0,2,4,872,1047.0
5,4,4,1012,2050.0
2,13,4,1544,573.5
0,7,4,1983,2025.0
0,9,4,1653,742.0
5,11,4,399,1334.0
6,11,4,729,913.0
1,11,4,881,1132.0
3,9,4,399,667.0
5,8,4,706,3171.0
4,11,4,2040,465.0
3,8,4,1386,795.0
1,9,4,1721,1428.0
1,9,4,1372,1248.0
2,10,4,1050,813.0
2,3,4,1961,1080.0
4,0,4,1398,1216.0
5,1,4,1234,1544.0
1,12,4,1752,648.0
4,5,4,1796,743.0
2,1,4,1230,475.0
1,3,4,1371,1040.0
1,4,4,1307,1888.0
4,1,4,615,656.0
1,3,4,1544,1055.5
3,2,4,1022,1127.0
6,2,4,731,1149.0
0,13,4,1997,252.5
1,7,4,1869,2158.0
3,6,4,1756,1289.0
0,14,4,605,683.0
4,8,4,566,1193.0
0,7,4,607,1107.0
6,2,0,505,7519.0
3,3,4,706,1274.5
4,14,4,978,1048.0
4,2,4,1016,677.0
1,11,4,707,873.0
0,8,4,1387,764.0
5,5,4,2040,1486.0
0,3,4,621,942.0
5,12,4,1027,2025.0
5,9,4,1373,1077.0
6,5,4,1684,1200.0
2,4,4,1366,1127.0
4,7,4,612,1611.0
3,5,4,623,718.0
4,4,4,1274,1014.0
5,3,4,597,1375.0
0,1,4,1655,476.0
4,5,4,1998,1148.0
6,10,4,1350,885.0
4,13,4,1338,350.5
5,7,4,1056,1020.0
2,13,4,564,329.0
2,7,4,1625,3196.0
3,2,4,1323,823.0
1,13,4,2036,535.5
1,10,4,1381,2044.0
6,14,4,1296,976.0
2,9,4,1384,1432.0
3,7,4,1317,1336.0
3,9,4,1873,733.0
5,13,4,985,911.5
3,1,4,566,459.0
1,1,4,608,280.0
3,11,4,717,992.0
4,10,4,1605,1064.0
3,4,4,1220,676.0
0,10,4,344,843.0
0,11,4,733,890.0
2,1,4,1830,594.0
4,14,4,627,683.0
0,5,4,716,460.0
6,9,4,1013,673.0
1,5,4,2020,744.0
2,9,4,619,861.0
1,4,4,960,1263.0
6,8,4,2003,998.0
0,3,4,729,1101.5
1,8,4,1323,891.0
1,4,4,599,735.0
2,2,2,1855,30513.0
4,1,2,825,7356.0
5,3,2,1139,17589.0
5,1,2,324,3759.0
3,1,3,844,3589.0
0,8,1,1862,33358.0
0,7,0,1687,8377.0
2,12,0,297,5821.0
1,4,2,1464,28736.0
2,14,2,521,6531.0
1,9,1,1737,27190.0
0,6,2,1691,7202.25
2,6,2,1932,8050.75
6,9,2,772,6301.0
3,11,2,1175,6732.0
0,6,2,379,13047.0
0,5,3,1098,11457.0
1,13,3,156,4424.0
0,5,2,1670,9498.0
2,14,2,144,18075.0
2,5,2,1137,12206.0
2,1,3,1606,3664.0
2,13,3,854,4503.5
3,11,4,1004,955.0
4,1,4,1623,1536.0
4,9,4,1400,921.0
5,1,4,903,1364.0
6,12,0,200,7883.0
0,13,0,100,2363.5
1,12,1,437,28111.0
3,13,1,1904,15578.5
3,7,1,1513,84839.0
6,1,3,1976,10494.0
0,5,3,681,12253.0
1,11,3,479,4819.0
2,11,3,79,9895.0
3,1,3,1415,5020.0
6,10,1,1848,21790.0
5,1,2,857,3819.0
6,3,2,2091,8527.0
3,1,1,1885,17044.0
2,9,2,295,17766.0
5,9,2,1666,13673.0
6,10,2,1159,7308.0
2,4,2,839,17904.0
3,6,2,1134,22318.5
5,4,3,1483,10278.0
5,1,2,144,3609.0
1,14,2,1157,5777.0
1,6,2,1490,10305.5
5,3,3,1667,18172.0
3,9,1,1142,27836.0
2,9,1,890,29544.0
1,12,1,348,26246.0
4,5,2,1794,12349.0
5,0,2,1211,6319.0
1,11,3,38,9507.0
5,13,2,519,5285.5
1,1,2,1203,3929.0
3,11,1,419,55238.0
6,11,1,403,52516.0
3,8,1,1608,33433.0
5,3,2,1166,22310.0
2,7,1,370,122244.0
6,13,0,297,4330.5
2,4,2,428,9368.0
4,8,1,1609,33622.0
4,8,1,1543,75810.0
6,5,3,1635,6249.0
0,9,3,173,4329.0
1,4,3,656,31616.0
4,11,3,548,6378.0
5,10,3,917,9579.0
5,8,3,125,9898.0
6,2,3,1491,9410.0
1,8,1,487,30367.0
0,8,1,1332,72469.0
2,8,1,1197,67934.0
3,2,1,1340,34538.0
2,14,2,2018,8140.0
2,6,2,1152,8677.0
3,10,2,1268,4500.0
4,2,2,144,28726.0
4,3,2,942,15413.5
1,12,3,846,9319.0
3,2,0,1453,11174.0
4,1,0,1877,11150.0
4,4,0,1575,21629.0
4,5,3,2022,6042.0
1,2,3,57,6078.0
1,2,2,227,6004.0
1,6,2,186,39698.0
4,9,3,132,5704.0
5,2,3,679,9877.0
5,11,1,61,81391.0
3,0,2,519,5344.0
4,13,2,263,3091.0
4,1,2,1822,4033.0
6,0,2,167,23241.0
1,4,2,91,16054.0
0,13,0,1313,2802.5
6,0,1,722,58969.0
5,11,0,837,4567.0
6,3,4,1982,1211.0
6,9,4,1218,2094.0
6,13,4,715,3643.0
6,6,4,1944,1775.5
0,6,4,732,1112.5
5,3,2,235,10340.5
1,4,1,1955,70943.0
3,0,2,363,10141.0
5,2,2,1823,9411.0
0,11,1,228,74983.0
4,9,2,1934,13503.0
5,6,2,2028,31406.0
1,0,2,863,5963.0
1,7,2,392,10390.0
2,12,2,1195,10602.0
3,4,2,1808,17049.0
5,5,2,1704,19292.0
6,13,2,1139,6717.0
6,3,2,784,17658.0
6,6,2,226,25583.75
1,11,1,1459,24241.0
6,3,1,2005,31575.5
6,6,1,2062,40770.75
5,10,1,1946,25744.0
2,5,2,785,6409.0
3,10,2,264,5749.0
3,8,2,1929,10091.0
1,4,2,1818,12044.0
2,9,2,326,6023.0
0,13,3,579,2342.5
0,7,1,1543,38007.0
6,5,4,1020,694.0
4,2,1,128,35488.0
6,8,2,433,6574.0
0,4,2,1174,15823.0
1,5,2,1970,13958.0
0,4,3,479,18053.0
1,2,2,771,7987.0
0,3,3,310,11536.0
1,11,2,1672,6113.0
2,0,2,762,7611.0
2,0,2,1130,9234.0
3,2,4,957,2540.0
5,1,4,1873,1310.0
2,13,2,2081,2798.0
4,9,2,1814,8225.0
3,7,1,451,47658.0
6,12,1,630,32196.0
2,13,1,1359,14231.0
2,10,2,287,5526.0
3,13,2,324,2374.0
3,13,2,1973,7342.5
5,1,2,767,8138.0
6,11,2,833,5730.0
1,4,1,1894,34868.0
3,3,2,785,14446.0
3,1,2,235,2621.0
3,7,1,1595,89536.0
2,10,2,1793,6612.0
3,2,2,386,37350.0
4,11,1,889,28427.0
6,10,1,758,73662.0
5,12,1,1364,30173.0
3,11,1,1242,25480.0
3,10,1,1979,52783.0
4,5,2,224,9215.0
4,7,2,95,11050.0
5,1,2,2098,20247.0
6,12,2,472,9033.0
0,7,2,338,11936.0
3,13,2,1107,3884.0
4,10,1,1340,100274.0
4,3,3,1644,16471.0
4,12,3,112,7090.0
5,3,3,685,11047.5
6,4,3,1644,21747.0
0,8,3,108,6251.0
4,1,4,1297,1636.0
6,3,4,342,1505.0
6,8,4,1764,1812.0
1,12,2,1777,5907.0
3,11,1,660,48336.0
5,12,2,1266,9576.0
6,12,2,762,6860.0
6,5,2,1925,13984.0
2,14,2,1122,7304.0
3,1,3,1728,6115.0
4,9,3,865,5721.0
